"tid","loc_name","loc_number","loc_type","address_1","country","region_code","hours_of_operation","state","city","postal_code","phone","latitude","longitude","services_included","contact","opening_date","RunDate","InsertUpdateTime","RunID"
24983,"Lantana","180","Warehouse","1873 LANTANA RD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","LANTANA","33462-2698","(561) 533-0958","26.587399","-80.071249","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1984-11-15","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24984,"Nanaimo","155","Warehouse","6700 ISLAND HWY N","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","BC","NANAIMO","V9V 1K8","(250) 390-3231","49.237363","-124.044851","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1993-02-25","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24985,"Coral Springs","1323","Warehouse","4621 CORAL RIDGE DR.","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","CORAL SPRINGS","33076-2200","(954) 715-8240","26.287747","-80.2824665","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2019-02-07","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24986,"Boca Raton","345","Warehouse","17800 CONGRESS AVE","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","BOCA RATON","33487-1200","(561) 981-5004","26.41213","-80.10209","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1990-08-30","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24987,"Grande Prairie","254","Warehouse","9901 116 ST","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","GRANDE PRAIRIE","T8V 5W3","(780) 538-2788","55.16948","-118.846219","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Diesel","","1996-03-13","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24988,"Pompano","88","Warehouse","1800 W SAMPLE RD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","POMPANO BEACH","33064-1324","(954) 968-7114","26.274466","-80.148158","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1988-11-29","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24989,"Nashua","307","Warehouse","311 DANIEL WEBSTER HWY","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","NH","NASHUA","03060-5702","(603) 888-3640","42.70279","-71.440963","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1992-03-18","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24990,"Pembroke Pines","742","Warehouse","15915 PINES BLVD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","PEMBROKE PINES","33027-1201","(954) 266-3460","26.00776","-80.361207","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2005-10-14","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24991,"Davie","91","Warehouse","1890 S UNIVERSITY DR","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","DAVIE","33324-5808","(954) 370-8990","26.096724","-80.251043","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1989-08-17","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24992,"Waltham","308","Warehouse","71 2ND AVE","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MA","WALTHAM","02451-1107","(781) 622-3883","42.396471","-71.264089","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1993-11-10","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24993,"Miami Lakes","181","Warehouse","16580 NW 59TH AVE","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","MIAMI LAKES","33014-5611","(305) 825-9818","25.919146","-80.297293","Food Court; Gas Station; Optical Department; Pharmacy; Tire Service Center","","1992-12-12","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24994,"Dedham","319","Warehouse","200 LEGACY BLVD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MA","DEDHAM","02026-2653","(781) 251-9975","42.23103","-71.17493","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1998-03-17","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24995,"Miami","1229","Warehouse","7795 WEST FLAGLER STREET","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","MIAMI","33144-2359","(786) 482-7135","25.774542","-80.321851","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1989-10-26","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24996,"N Miami","1332","Warehouse","14800 SOLE MIA WAY","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","NORTH MIAMI","33181","(305) 944-8711","25.9137","-80.154222","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1992-12-12","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24997,"Kendall","1023","Warehouse","13450 SW 120TH ST","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","MIAMI","33186-7393","(305) 964-4227","25.656335","-80.412516","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","1988-11-16","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24998,"Everett MA","333","Warehouse","2 MYSTIC VIEW RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MA","EVERETT","02149-2428","(617) 544-4806","42.401557","-71.070461","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2002-11-21","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
24999,"Avon MA","303","Warehouse","120 STOCKWELL DR","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MA","AVON","02322-1149","(508) 232-4000","42.134923","-71.067857","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1991-09-12","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25000,"Danvers","301","Warehouse","11 NEWBURY ST","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MA","DANVERS","01923-1014","(978) 750-1000","42.556821","-70.979108","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1990-11-29","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25001,"Sainte-Foy","516","Warehouse","3233 WATT","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","QC","QUEBEC","G1X 4W2","(418) 656-0666","46.7808","-71.3279","Food Court; Gas Station; Optical Department; Pharmacy; Propane; Tire Service Centre; Oil Change","","1992-10-21","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25002,"Levis","1186","Warehouse","1160 RUE DE LA CONCORDE","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","QC","LEVIS","G6W 0M4","(418) 834-7100","46.730703","-71.262447","Food Court; Gas Station; Optical Department; Pharmacy; Tire Service Centre; Oil Change","","2015-03-12","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25003,"Quebec","503","Warehouse","440 RUE BOUVIER","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","QC","QUEBEC","G2J 1E3","(418) 627-5100","46.83956","-71.268653","Food Court; Gas Station; Optical Department; Pharmacy; Propane; Tire Service Centre; Oil Change","","1988-10-27","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25004,"Courtenay","1092","Warehouse","588 CROWN ISLE BLVD","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","BC","COURTENAY","V9N 0A6","(250) 331-8700","49.713273","-124.961859","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2011-06-02","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25005,"Chicoutimi","536","Warehouse","2500 BOUL TALBOT RR4","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","QC","CHICOUTIMI","G7H 5B1","(418) 696-1112","48.383","-71.0845","Food Court; Optical Department; Propane; Tire Service Centre; Oil Change","","1995-11-28","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25006,"Prince George","158","Warehouse","2555 RANGE RD","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","BC","PRINCE GEORGE","V2N 4G8","(250) 561-0784","53.88456","-122.770701","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Diesel","","1993-08-24","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25007,"Fredericton","1090","Warehouse","25 WAYNE SQUIBB BLVD","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","NB","FREDERICTON","E3C 0G8","(506) 460-4100","45.927618","-66.66241","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","2011-08-19","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25008,"Saint John","1055","Warehouse","300 RETAIL DRIVE","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","NB","SAINT JOHN","E2J 2R2","(506) 635-5300","45.303056","-66.027145","Food Court; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","2010-05-27","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25009,"Moncton","1345","Warehouse","140 GRANITE DR","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","NB","MONCTON","E1H 0K6","(506) 317-0423","46.129312","-64.77821","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","1995-10-26","2022-05-03 08:10:15","2022-05-03 08:10:40",46269
25010,"Halifax","519","Warehouse","230 CHAIN LAKE DR","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","NS","HALIFAX","B3S 1C5","(902) 876-7788","44.656946","-63.675569","Food Court; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","1992-11-18","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25011,"Dartmouth","551","Warehouse","137 COUNTRYVIEW DR","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","NS","DARTMOUTH","B3B 0E7","(902) 481-7635","44.70451","-63.564731","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","2009-05-13","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25012,"Juneau","107","Warehouse","5225 COMMERCIAL BLVD","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","AK","JUNEAU","99801-7210","(907) 780-6740","58.35778","-134.482631","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1993-11-04","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25013,"St Johns","1324","Warehouse","75 DANNY DR","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","NL","ST. JOHN'S","A1H 0N4","(709) 701-8929","47.507619","-52.8315","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","1995-09-12","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25014,"W Bayamon","364","Warehouse","PR-2, KM 15.5","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PR","BAYAMON","00961","(787) 474-6930","18.404039","-66.194697","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2001-11-17","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25015,"E Bayamon","363","Warehouse","125 CALLE A","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PR","BAYAMON","00959","(787) 993-9303","18.3845454","-66.1387526","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2006-07-27","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25016,"Carolina","335","Warehouse","1185 AVE 65 INFANTERIA","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PR","SAN JUAN","00924-3403","(787) 999-7230","18.40191","-65.99616","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2002-11-22","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25017,"Caguas","365","Warehouse","200 AVE RAFAEL CORDERO, PR#30","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PR","CAGUAS BAIROA WARD","00725-4302","(787) 653-6930","18.246942","-66.024203","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2001-11-17","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25018,"Fairbanks","1342","Warehouse","48 COLLEGE RD","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","AK","FAIRBANKS","99701-1706","(907) 205-3607","64.851944","-147.708494","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2018-11-20","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25019,"NE Anchorage","63","Warehouse","4125 DEBARR RD","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-18:00:00","AK","ANCHORAGE","99508-3115","(907) 269-9510","61.20968","-149.80429","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1992-11-05","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25020,"Anchorage","10","Warehouse","330 W DIMOND BLVD","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-18:00:00","AK","ANCHORAGE","99515-1903","(907) 349-2335","61.1446","-149.885433","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1984-10-25","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25021,"Maui","119","Warehouse","540 HALEAKALA HWY","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","HI","KAHULUI","96732-2302","(808) 877-5241","20.88789","-156.450595","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1995-05-26","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25022,"Kona","140","Warehouse","73-5600 MAIAU ST","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","HI","KAILUA KONA","96740-2630","(808) 331-4800","19.68668","-156.01999","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1993-11-22","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25023,"Hawaii Kai","120","Warehouse","333 A KEAHOLE STREET","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","HI","HONOLULU","96825-3404","(808) 396-5538","21.28413","-157.71037","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1992-09-03","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25024,"Iwilei","687","Warehouse","525 ALAKAWA ST","US","LA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","HI","HONOLULU","96817-5764","(808) 526-6100","21.3182","-157.8705","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1988-05-12","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25025,"Waipio","485","Warehouse","94-1231 KA UKA BLVD","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","HI","WAIPAHU","96797-4495","(808) 678-6103","21.41951","-158.00574","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2000-07-20","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25026,"Kapolei","1038","Warehouse","4589 KAPOLEI PKWY","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","HI","KAPOLEI","96707-1879","(808) 674-3900","21.327927","-158.08837","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2009-02-27","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25027,"Kauai","640","Warehouse","4300 NUHOU ST.","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","HI","LIHUE","96766-8002","(808) 241-4000","21.967733","-159.382315","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2006-10-17","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25028,"Glasgow","603","Warehouse","15 COBDEN ROAD","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-18:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:10:00:00-18:00:00; Bank Holidays:10:00:00-18:00:00","GB","SPRINGBURN, GLASGOW","G21 1YX","(0141) 553 2205","55.8753","-4.2325","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Diesel; Photo Centre","","1995-06-06","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25029,"Aberdeen","610","Warehouse","ARNHALL BUSINESS PARK","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:10:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","WESTHILL, ABERDEENSHIRE","AB32 6UF","(01224) 745 566","57.14823718","-2.28008683","Food Court; Optical Department; Tyre Service Centre; Photo Centre","","2000-07-15","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25030,"Edinburgh","607","Warehouse","PENTLAND ROAD","GB","UK","Mon-Fri:12:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:10:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:00:00-18:00:00; Business Sun:10:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","LOANHEAD EDINBURGH","EH20 9BY","(0131) 440 4518","55.879","-3.1678","Food Court; Petrol Station; Optical Department; Tire Service Center; Diesel","","1997-09-18","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25031,"Gateshead","609","Warehouse","MANDELA WAY","GB","UK","Mon-Fri:12:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","GATESHEAD","NE11 9DH","(0191) 461 9806","54.95995385","-1.66489916","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Diesel; Photo Centre","","2000-08-26","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25032,"Liverpool","604","Warehouse","30 WATERLOO RD","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","LIVERPOOL","L3 7HY","(0151) 224 7675","53.4142","-2.999","Food Court; Petrol Station; Optical Department; Tire Service Center; Diesel","","1995-08-31","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25033,"Chester","619","Warehouse","CHESTER GATES","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","CHESTER","CH1 6LT","(01244) 852 075","53.245625","-2.933402","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Photo Center; Diesel","","2006-12-02","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25034,"Haydock","608","Warehouse","ANDOVER ROAD","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","HAYDOCK MERSEYSIDE","WA11 9FA","(01942) 868 601","53.47586645","-2.66154735","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Diesel; Photo Centre","","2000-03-09","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25035,"Manchester UK","605","Warehouse","BARTON DOCK ROAD","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","MANCHESTER","M41 7PP","(0161) 749 4365","53.46993784","-2.34909757","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Diesel; Photo Centre","","1995-12-01","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25036,"Oldham","612","Warehouse","THE BROADWAY CHADDERTON","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","OLDHAM","OL9 8AU","(0161) 684 2005","53.52805592","-2.15903326","Food Court; Petrol Station; Tyre Service Centre; Diesel; Photo Centre","","2002-05-02","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25037,"Leeds","606","Warehouse","LEATHLEY ROAD","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-18:30:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-18:30:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","HUNSLET, LEEDS","LS10 1BG","(0113) 204 2925","53.78803683","-1.53545513","Food Court; Optical Department; Tyre Service Centre; Photo Centre","","1997-08-07","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25038,"Sheffield","618","Warehouse","UNIT 8 THE PARKWAY 1","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","SHEFFIELD","S9 4WU","(0114) 242 7595","53.384","-1.4223","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Photo Center; Diesel","","2006-06-29","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25039,"Cardiff","620","Warehouse","CAPITAL RETAIL PARK","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","CARDIFF","CF11 8EG","(029) 2078 7520","51.48126","-3.180669","Food Court; Optical Department; Tyre Service Centre; Photo Center","","2008-07-31","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25040,"Derby","611","Warehouse","WYVERN WAY","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","DERBY","DE21 6RS","(01332) 680 805","52.9179322","-1.44076565","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Diesel; Photo Centre","","2000-10-28","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25041,"Birmingham","615","Warehouse","100 WATSON ROAD","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-19:00:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","BIRMINGHAM","B7 5SA","(0121) 326 3505","52.502","-1.854","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Diesel; Photo Centre","","2002-10-05","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25042,"Bristol","616","Warehouse","ST BRENDANS WAY","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-18:30:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-18:30:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","AVONMOUTH BRISTOL","BS11 9EZ","(0117) 916 0135","51.50005664","-2.69636936","Food Court; Petrol Station; Optical Department; Tire Service Center; Diesel","","2005-06-02","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
25043,"Coventry","5227","Warehouse","51 TORRINGTON AVE","GB","UK","Mon-Fri:11:00:00-20:30:00; Sat:09:30:00-18:30:00; Sun:11:00:00-17:00:00; Business Mon-Fri:10:00:00-20:30:00; Business Sat:09:30:00-18:30:00; Business Sun:11:00:00-17:00:00; Bank Holidays:10:00:00-18:00:00","GB","COVENTRY","CV4 9AQ","(024) 7685 4665","52.398972","-1.560976","Food Court; Petrol Station; Optical Department; Tyre Service Centre; Photo Center","","2010-08-20","2022-05-03 08:10:15","2022-05-03 08:10:41",46269
